Date,State,Confirmed,Recovered,Deceased,Migrated,Tested
2020-05-26,Ladakh,53,43,0,0,5896
2020-05-26,Maharashtra,54758,16954,1792,0,390757
2020-05-26,Meghalaya,20,12,1,0,6553
2020-05-26,Manipur,39,4,0,0,6233
2020-05-26,Madhya Pradesh,7024,3689,305,0,141508
2020-05-26,Mizoram,1,1,0,0,438
2020-05-26,Nagaland,4,0,0,0,1366
2020-05-26,Odisha,1517,733,7,0,131595
2020-05-26,Punjab,2106,1918,40,0,69818
2020-05-26,Puducherry,49,17,0,0,6677
2020-05-26,Rajasthan,7536,4276,170,0,337159
2020-05-26,Sikkim,1,0,0,0,2255
2020-05-26,Telangana,2032,1284,57,0,23388
2020-05-26,Tamil Nadu,17728,9342,130,0,431739
2020-05-26,Tripura,232,165,0,0,22049
2020-05-26,India,150857,64291,4346,12,3242160
2020-05-26,State Unassigned,2970,0,0,0,
2020-05-26,Uttar Pradesh,6724,3824,177,0,240588
2020-05-26,Uttarakhand,400,64,4,3,23076
2020-05-26,West Bengal,4009,1486,283,0,157277
2020-05-27,Andaman and Nicobar Islands,33,33,0,0,7499
2020-05-27,Andhra Pradesh,3117,2065,58,0,332378
2020-05-27,Arunachal Pradesh,2,1,0,0,6436
2020-05-27,Assam,784,88,4,3,72654
2020-05-27,Bihar,3036,918,15,0,68262
2020-05-27,Chandigarh,279,187,4,0,4332
2020-05-27,Chhattisgarh,364,83,0,0,59320
2020-05-27,Delhi,15257,7264,303,0,184362
2020-05-27,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,10872
2020-05-27,Goa,68,37,0,0,13911
2020-05-27,Gujarat,15205,7547,938,0,193863
2020-05-27,Himachal Pradesh,273,66,6,3,30852
2020-05-27,Haryana,1381,838,18,0,104747
2020-05-27,Jharkhand,433,153,4,0,55427
2020-05-27,Jammu and Kashmir,1921,854,26,0,145162
2020-05-27,Karnataka,2418,781,46,3,241608
2020-05-27,Kerala,1004,552,7,0,67961
2020-05-27,Ladakh,54,43,0,0,5896
2020-05-27,Maharashtra,56948,17918,1897,0,405020
2020-05-27,Meghalaya,20,12,1,0,6685
2020-05-27,Manipur,44,4,0,0,6836
2020-05-27,Madhya Pradesh,7261,3927,313,0,146144
2020-05-27,Mizoram,1,1,0,0,438
2020-05-27,Nagaland,9,0,0,0,1554
2020-05-27,Odisha,1593,812,7,0,136274
2020-05-27,Punjab,2139,1918,40,0,72468
2020-05-27,Puducherry,49,17,0,0,6808
2020-05-27,Rajasthan,7816,4562,173,0,350600
2020-05-27,Sikkim,1,0,0,0,2417
2020-05-27,Telangana,2139,1321,63,0,23388
2020-05-27,Tamil Nadu,18545,9909,136,0,442970
2020-05-27,Tripura,242,165,0,0,23264
2020-05-27,India,158103,67725,4534,12,3362136
2020-05-27,State Unassigned,4013,0,0,0,
2020-05-27,Uttar Pradesh,6991,3991,182,0,240588
2020-05-27,Uttarakhand,469,79,4,3,23975
2020-05-27,West Bengal,4192,1578,289,0,166513
2020-05-28,Andaman and Nicobar Islands,33,33,0,0,7519
2020-05-28,Andhra Pradesh,3245,2133,59,0,342236
2020-05-28,Arunachal Pradesh,3,1,0,0,6984
2020-05-28,Assam,881,104,4,3,72654
2020-05-28,Bihar,3185,1050,15,0,70275
2020-05-28,Chandigarh,289,189,4,0,4467
2020-05-28,Chhattisgarh,398,83,0,0,61771
2020-05-28,Delhi,16281,7495,316,0,191977
2020-05-28,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,11177
2020-05-28,Goa,69,38,0,0,14782
2020-05-28,Gujarat,15572,8001,960,0,198048
2020-05-28,Himachal Pradesh,281,73,6,3,32449
2020-05-28,Haryana,1504,881,19,0,108031
2020-05-28,Jharkhand,439,153,4,0,57250
2020-05-28,Jammu and Kashmir,2036,859,27,0,153522
2020-05-28,Karnataka,2533,834,46,3,252078
2020-05-28,Kerala,1089,555,8,0,70622
2020-05-28,Ladakh,74,43,0,0,5896
2020-05-28,Maharashtra,59546,18616,1982,0,420473
2020-05-28,Meghalaya,21,12,1,0,6685
2020-05-28,Manipur,55,4,0,0,7758
2020-05-28,Madhya Pradesh,7453,4050,321,0,151182
2020-05-28,Mizoram,1,1,0,0,516
2020-05-28,Nagaland,18,0,0,0,1765
2020-05-28,Odisha,1660,887,7,0,139311
2020-05-28,Punjab,2158,1946,40,0,72468
2020-05-28,Puducherry,53,17,0,0,6917
2020-05-28,Rajasthan,8067,4815,180,0,365556
2020-05-28,Sikkim,1,0,0,0,2626
2020-05-28,Telangana,2256,1345,67,0,23388
2020-05-28,Tamil Nadu,19372,10548,148,0,455216
2020-05-28,Tripura,244,167,0,0,24126
2020-05-28,India,165357,70896,4710,12,3483838
2020-05-28,State Unassigned,4332,0,0,0,
2020-05-28,Uttar Pradesh,7170,4215,197,0,256267
2020-05-28,Uttarakhand,500,79,4,3,25380
2020-05-28,West Bengal,4536,1668,295,0,175769
2020-05-29,Andaman and Nicobar Islands,33,33,0,0,7567
2020-05-29,Andhra Pradesh,3330,2234,60,0,353874
2020-05-29,Arunachal Pradesh,3,1,0,0,7488
2020-05-29,Assam,1058,126,4,3,92390
2020-05-29,Bihar,3359,1209,15,0,72256
2020-05-29,Chandigarh,289,189,4,0,4543
2020-05-29,Chhattisgarh,415,100,1,0,63992
2020-05-29,Delhi,17386,7846,398,0,199626
2020-05-29,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,11477
2020-05-29,Goa,69,41,0,0,16141
2020-05-29,Gujarat,15944,8609,980,0,201481
2020-05-29,Himachal Pradesh,295,83,6,3,33979
2020-05-29,Haryana,1721,940,19,0,110940
2020-05-29,Jharkhand,521,216,5,0,59452
2020-05-29,Jammu and Kashmir,2164,875,28,0,158729
2020-05-29,Karnataka,2781,894,46,4,264489
2020-05-29,Kerala,1151,565,9,0,74214
2020-05-29,Ladakh,74,43,0,0,5896
2020-05-29,Maharashtra,62228,26997,2098,0,434565
2020-05-29,Meghalaya,27,12,1,0,6685
2020-05-29,Manipur,59,6,0,0,8596
2020-05-29,Madhya Pradesh,7645,4269,334,0,155436
2020-05-29,Mizoram,1,1,0,0,529
2020-05-29,Nagaland,25,0,0,0,1997
2020-05-29,Odisha,1723,977,9,0,143570
2020-05-29,Punjab,2197,1949,42,0,81021
2020-05-29,Puducherry,57,23,0,0,7043
2020-05-29,Rajasthan,8365,5244,184,0,379315
2020-05-29,Sikkim,1,0,0,0,2759
2020-05-29,Telangana,2425,1381,71,0,23388
2020-05-29,Tamil Nadu,20246,11313,157,0,466550
2020-05-29,Tripura,254,167,0,0,25403
2020-05-29,India,173495,82631,4978,13,3611599
2020-05-29,State Unassigned,4673,0,0,0,
2020-05-29,Uttar Pradesh,7445,4410,201,0,270920
2020-05-29,Uttarakhand,716,102,4,3,26951
2020-05-29,West Bengal,4813,1775,302,0,185051
2020-05-30,Andaman and Nicobar Islands,33,33,0,0,7567
2020-05-30,Andhra Pradesh,3461,2289,60,0,363378
2020-05-30,Arunachal Pradesh,4,1,0,0,8017
2020-05-30,Assam,1217,164,4,3,101257
2020-05-30,Bihar,3565,1311,21,0,73929
2020-05-30,Chandigarh,289,199,4,0,4654
2020-05-30,Chhattisgarh,447,102,1,0,66417
2020-05-30,Delhi,18549,8075,416,0,206739
2020-05-30,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,11477
2020-05-30,Goa,70,42,0,0,17871
2020-05-30,Gujarat,16356,9230,1007,0,205780
2020-05-30,Himachal Pradesh,313,107,6,3,35668
2020-05-30,Haryana,1923,971,20,0,114683
2020-05-30,Jharkhand,594,256,5,0,62916
2020-05-30,Jammu and Kashmir,2341,908,28,0,164581
2020-05-30,Karnataka,2922,997,47,4,280217
2020-05-30,Kerala,1209,575,10,0,77257
2020-05-30,Ladakh,77,43,0,0,7354
2020-05-30,Maharashtra,65168,28081,2197,0,448661
2020-05-30,Meghalaya,27,12,1,0,6685
2020-05-30,Manipur,60,6,0,0,8596
2020-05-30,Madhya Pradesh,7891,4444,343,0,161552
2020-05-30,Mizoram,1,1,0,0,686
2020-05-30,Nagaland,36,0,0,0,2210
2020-05-30,Odisha,1819,1050,9,0,147490
2020-05-30,Punjab,2233,1967,44,0,84497
2020-05-30,Puducherry,57,23,0,0,7164
2020-05-30,Rajasthan,8617,5739,193,0,395490
2020-05-30,Sikkim,1,0,0,0,2829
2020-05-30,Telangana,2499,1412,77,0,23388
2020-05-30,Tamil Nadu,21184,12000,163,0,479155
2020-05-30,Tripura,271,172,0,0,26376
2020-05-30,India,181859,86934,5183,13,3737027
2020-05-30,State Unassigned,5043,0,0,0,
2020-05-30,Uttar Pradesh,7701,4651,213,0,279288
2020-05-30,Uttarakhand,749,102,5,3,28433
2020-05-30,West Bengal,5130,1970,309,0,194397
2020-05-31,Andaman and Nicobar Islands,33,33,0,0,7706
2020-05-31,Andhra Pradesh,3571,2340,62,0,372748
2020-05-31,Arunachal Pradesh,4,1,0,0,8283
2020-05-31,Assam,1340,186,4,3,109097
2020-05-31,Bihar,3807,1520,23,0,75737
2020-05-31,Chandigarh,293,199,4,0,4785
2020-05-31,Chhattisgarh,498,114,1,0,69152
2020-05-31,Delhi,19844,8478,473,0,212784
2020-05-31,Dadra and Nagar Haveli and Daman and Diu,2,1,0,0,11477
2020-05-31,Goa,71,44,0,0,19491
2020-05-31,Gujarat,16794,9919,1038,0,211930
2020-05-31,Himachal Pradesh,331,116,6,3,37168
2020-05-31,Haryana,2091,1048,20,0,118138
2020-05-31,Jharkhand,635,256,5,0,65886
2020-05-31,Jammu and Kashmir,2446,927,28,0,171045
2020-05-31,Karnataka,3221,1218,49,4,293575
2020-05-31,Kerala,1270,590,10,0,77508
2020-05-31,Ladakh,77,47,0,0,7354
2020-05-31,Maharashtra,67655,29329,2286,0,463177
2020-05-31,Meghalaya,27,12,1,0,7781
2020-05-31,Manipur,71,11,0,0,8596
2020-05-31,Madhya Pradesh,8089,4842,350,0,167808
2020-05-31,Mizoram,1,1,0,0,777
2020-05-31,Nagaland,43,0,0,0,2576
2020-05-31,Odisha,1948,1126,9,0,152131
2020-05-31,Punjab,2263,1987,45,0,87852
2020-05-31,Puducherry,70,25,0,0,7255
2020-05-31,Rajasthan,8831,6032,194,0,409777
2020-05-31,Sikkim,1,0,0,0,2925
2020-05-31,Telangana,2698,1428,82,0,23388
2020-05-31,Tamil Nadu,22333,12757,176,0,491962
2020-05-31,Tripura,316,173,0,0,27475
2020-05-31,India,190648,91862,5405,13,3837207
2020-05-31,State Unassigned,5491,0,0,0,
2020-05-31,Uttar Pradesh,8075,4843,217,0,289892
2020-05-31,Uttarakhand,907,102,5,3,30438
2020-05-31,West Bengal,5501,2157,317,0,203751
2020-06-01,Andaman and Nicobar Islands,33,33,0,0,7805
2020-06-01,Andhra Pradesh,3676,2374,64,0,383315
2020-06-01,Arunachal Pradesh,22,1,0,0,8768
2020-06-01,Assam,1486,285,4,3,109097
2020-06-01,Bihar,3945,1741,23,0,78090
2020-06-01,Chandigarh,297,214,4,0,4816
2020-06-01,Chhattisgarh,547,121,1,0,70726
2020-06-01,Delhi,20834,8746,523,0,217537
2020-06-01,Dadra and Nagar Haveli and Daman and Diu,3,1,0,0,11693
2020-06-01,Goa,73,50,0,0,20780
2020-06-01,Gujarat,17217,10780,1063,0,216258
2020-06-01,Himachal Pradesh,340,118,6,3,37897
2020-06-01,Haryana,2356,1055,21,0,121779
2020-06-01,Jharkhand,661,296,5,0,69187
2020-06-01,Jammu and Kashmir,2601,946,31,0,176309
2020-06-01,Karnataka,3408,1318,50,4,304816
2020-06-01,Kerala,1327,608,11,0,82449
2020-06-01,Ladakh,77,47,0,0,7354
2020-06-01,Maharashtra,70013,30108,2362,0,472344
2020-06-01,Meghalaya,28,12,1,0,8127
2020-06-01,Manipur,83,11,0,0,8596
2020-06-01,Madhya Pradesh,8283,5003,358,0,172019
2020-06-01,Mizoram,1,1,0,0,896
2020-06-01,Nagaland,43,0,0,0,2870
2020-06-01,Odisha,2104,1245,9,0,155690
2020-06-01,Punjab,2301,2000,44,0,91113
2020-06-01,Puducherry,79,25,0,0,7354
2020-06-01,Rajasthan,9100,6213,199,0,425184
2020-06-01,Sikkim,1,0,0,0,3525
2020-06-01,Telangana,2792,1491,88,0,23388
2020-06-01,Tamil Nadu,23495,13170,187,0,503339
2020-06-01,Tripura,423,173,0,0,28360
2020-06-01,India,198371,95744,5606,13,3966075
2020-06-01,State Unassigned,5630,0,0,0,
2020-06-01,Uttar Pradesh,8361,5030,222,0,297903
2020-06-01,Uttarakhand,959,222,5,3,31703
2020-06-01,West Bengal,5772,2306,325,0,213231
2020-06-02,Andaman and Nicobar Islands,33,33,0,0,8086
2020-06-02,Andhra Pradesh,3791,2414,64,0,395681
2020-06-02,Arunachal Pradesh,24,1,0,0,9079
2020-06-02,Assam,1560,338,4,3,120375
2020-06-02,Bihar,4096,1803,24,0,81413
2020-06-02,Chandigarh,301,214,5,0,4902
2020-06-02,Chhattisgarh,562,130,2,0,73198
2020-06-02,Delhi,22132,9243,556,0,223607
2020-06-02,Dadra and Nagar Haveli and Daman and Diu,3,1,0,0,11693
2020-06-02,Goa,79,57,0,0,22378
2020-06-02,Gujarat,17632,11894,1092,0,221610
2020-06-02,Himachal Pradesh,345,136,6,3,39620
2020-06-02,Haryana,2652,1069,23,0,124564
2020-06-02,Jharkhand,722,296,5,0,71296
2020-06-02,Jammu and Kashmir,2718,953,33,0,183067
2020-06-02,Karnataka,3796,1393,50,4,319628
2020-06-02,Kerala,1413,627,12,0,86169
2020-06-02,Ladakh,81,47,1,0,8310
2020-06-02,Maharashtra,72300,31333,2465,0,484784
2020-06-02,Meghalaya,30,12,1,0,8734
2020-06-02,Manipur,89,14,0,0,8596
2020-06-02,Madhya Pradesh,8420,5221,364,0,177481
2020-06-02,Mizoram,13,1,0,0,1012
2020-06-02,Nagaland,49,0,0,0,3257
2020-06-02,Odisha,2245,1325,9,0,159567
2020-06-02,Punjab,2342,2017,46,0,96329
2020-06-02,Puducherry,79,25,0,0,7444
2020-06-02,Rajasthan,9373,6435,203,0,440789
2020-06-02,Sikkim,1,0,0,0,3788
2020-06-02,Telangana,2891,1526,92,0,23388
2020-06-02,Tamil Nadu,24586,13706,200,0,514433
2020-06-02,Tripura,471,173,0,0,29066
2020-06-02,India,207183,100275,5828,13,4103233
2020-06-02,State Unassigned,6414,0,0,0,
2020-06-02,Uttar Pradesh,8729,5176,229,0,307621
2020-06-02,Uttarakhand,1043,252,7,3,33081
2020-06-02,West Bengal,6168,2410,335,0,222726
2020-06-03,Andaman and Nicobar Islands,33,33,0,0,8295
2020-06-03,Andhra Pradesh,3971,2464,68,0,403747
2020-06-03,Arunachal Pradesh,34,1,0,0,9551
2020-06-03,Assam,1831,414,4,3,126726
2020-06-03,Bihar,4326,2025,25,0,84729
2020-06-03,Chandigarh,301,214,5,0,4977
2020-06-03,Chhattisgarh,626,170,2,0,76446
2020-06-03,Delhi,23645,9542,615,0,230145
2020-06-03,Dadra and Nagar Haveli and Daman and Diu,11,1,0,0,12064
2020-06-03,Goa,126,57,0,0,23816
2020-06-03,Gujarat,18117,12212,1122,0,227898
2020-06-03,Himachal Pradesh,359,146,6,3,41351
2020-06-03,Haryana,2954,1089,23,0,127895
2020-06-03,Jharkhand,764,297,5,0,74499
2020-06-03,Jammu and Kashmir,2857,1007,34,0,189364
2020-06-03,Karnataka,4063,1504,51,4,334825
2020-06-03,Kerala,1495,651,12,0,95348
2020-06-03,Ladakh,90,48,1,0,8310
2020-06-03,Maharashtra,74860,32329,2587,0,498577
2020-06-03,Meghalaya,33,13,1,0,9025
2020-06-03,Manipur,108,38,0,0,12454
2020-06-03,Madhya Pradesh,8588,5445,371,0,183662
2020-06-03,Mizoram,14,1,0,0,1095
2020-06-03,Nagaland,58,0,0,0,3414
2020-06-03,Odisha,2388,1416,9,0,162891
2020-06-03,Punjab,2376,2029,47,0,101036
2020-06-03,Puducherry,90,33,0,0,7576
2020-06-03,Rajasthan,9652,6744,209,0,454788
2020-06-03,Sikkim,2,0,0,0,4102
2020-06-03,Telangana,3020,1556,99,0,23388
2020-06-03,Tamil Nadu,25872,14316,208,0,528534
2020-06-03,Tripura,622,173,0,0,30481
2020-06-03,India,216872,104064,6087,13,4242718
2020-06-03,State Unassigned,7123,0,0,0,
2020-06-03,Uttar Pradesh,8870,5257,230,0,317780
2020-06-03,Uttarakhand,1085,259,8,3,34413
2020-06-03,West Bengal,6508,2580,345,0,232225
2020-06-04,Andaman and Nicobar Islands,33,33,0,0,8413
2020-06-04,Andhra Pradesh,4112,2529,71,0,413733
2020-06-04,Arunachal Pradesh,39,1,0,0,10025
2020-06-04,Assam,2116,460,4,3,133029
2020-06-04,Bihar,4452,2120,28,0,88313
2020-06-04,Chandigarh,302,222,5,0,5059
2020-06-04,Chhattisgarh,773,206,2,0,78971
2020-06-04,Delhi,25004,9898,659,0,236506
2020-06-04,Dadra and Nagar Haveli and Daman and Diu,14,1,0,0,12375
2020-06-04,Goa,166,57,0,0,25300
2020-06-04,Gujarat,18609,12667,1155,0,233921
2020-06-04,Himachal Pradesh,383,175,6,3,42703
2020-06-04,Haryana,3281,1123,24,0,132575
2020-06-04,Jharkhand,827,366,6,0,77641
2020-06-04,Jammu and Kashmir,3142,1048,35,0,195677
2020-06-04,Karnataka,4320,1610,55,4,347093
2020-06-04,Kerala,1589,690,15,0,99692
2020-06-04,Ladakh,94,48,1,0,8310
2020-06-04,Maharashtra,77793,33681,2710,0,511136
2020-06-04,Meghalaya,33,13,1,0,9395
2020-06-04,Manipur,124,38,0,0,12454
2020-06-04,Madhya Pradesh,8762,5637,377,0,189252
2020-06-04,Mizoram,17,1,0,0,1346
2020-06-04,Nagaland,80,0,0,0,3739
2020-06-04,Odisha,2478,1481,9,0,165824
2020-06-04,Punjab,2415,2043,47,0,106933
2020-06-04,Puducherry,99,37,0,0,7794
2020-06-04,Rajasthan,9862,7104,213,0,467129
2020-06-04,Sikkim,2,0,0,0,4358
2020-06-04,Telangana,3147,1587,105,0,23388
2020-06-04,Tamil Nadu,27256,14901,223,0,544981
2020-06-04,Tripura,646,173,0,0,31138
2020-06-04,India,226719,108454,6361,14,4386379
2020-06-04,State Unassigned,7483,0,0,0,
2020-06-04,Uttar Pradesh,9237,5439,245,0,330663
2020-06-04,Uttarakhand,1153,297,10,4,35117
2020-06-04,West Bengal,6876,2768,355,0,241831
2020-06-05,Andaman and Nicobar Islands,33,33,0,0,8694
2020-06-05,Andhra Pradesh,4250,2565,73,0,423564
2020-06-05,Arunachal Pradesh,43,1,0,0,10790
2020-06-05,Assam,2244,510,4,3,133029
2020-06-05,Bihar,4598,2233,29,0,91903
2020-06-05,Chandigarh,309,273,5,0,5121
2020-06-05,Chhattisgarh,863,231,2,0,81773
2020-06-05,Delhi,26334,10315,708,0,241693
2020-06-05,Dadra and Nagar Haveli and Daman and Diu,14,1,0,0,13667
2020-06-05,Goa,196,65,0,0,26208
2020-06-05,Gujarat,19119,13011,1190,0,239911
2020-06-05,Himachal Pradesh,393,185,6,3,43688
2020-06-05,Haryana,3597,1209,24,0,137452
2020-06-05,Jharkhand,922,435,7,0,80097
2020-06-05,Jammu and Kashmir,3324,1086,36,0,202257
2020-06-05,Karnataka,4835,1693,55,4,360720
2020-06-05,Kerala,1700,712,15,0,104045
2020-06-05,Ladakh,97,48,1,0,9754
2020-06-05,Maharashtra,80229,35147,2849,0,524002
2020-06-05,Meghalaya,33,13,1,0,9592
2020-06-05,Manipur,132,38,0,0,14629
2020-06-05,Madhya Pradesh,8996,5878,384,0,195249
2020-06-05,Mizoram,24,1,0,0,1687
2020-06-05,Nagaland,107,0,0,0,3974
2020-06-05,Odisha,2608,1604,10,0,169010
2020-06-05,Punjab,2461,2069,48,0,113542
2020-06-05,Puducherry,104,43,0,0,7963
2020-06-05,Rajasthan,10084,7359,218,0,480910
2020-06-05,Sikkim,3,0,0,0,4761
2020-06-05,Telangana,3290,1627,113,0,23388
2020-06-05,Tamil Nadu,28694,15762,235,0,560673
2020-06-05,Tripura,694,173,0,0,32300
2020-06-05,India,236191,113224,6647,14,4524317
2020-06-05,State Unassigned,7610,0,0,0,
2020-06-05,Uttar Pradesh,9733,5648,257,0,344717
2020-06-05,Uttarakhand,1215,344,11,4,35967
2020-06-05,West Bengal,7303,2912,366,0,251517
2020-06-06,Andaman and Nicobar Islands,33,33,0,0,9037
2020-06-06,Andhra Pradesh,4460,2640,73,0,436335
2020-06-06,Arunachal Pradesh,45,1,0,0,11261
2020-06-06,Assam,2474,589,4,3,146605
2020-06-06,Bihar,4831,2298,29,0,95473
2020-06-06,Chandigarh,312,273,5,0,5237
2020-06-06,Chhattisgarh,923,259,4,0,85346
2020-06-06,Delhi,27654,10664,761,0,246873
2020-06-06,Dadra and Nagar Haveli and Daman and Diu,19,1,0,0,14780
2020-06-06,Goa,267,65,0,0,27402
2020-06-06,Gujarat,19617,13324,1219,0,245606
2020-06-06,Himachal Pradesh,400,190,6,3,44509
2020-06-06,Haryana,3952,1280,24,0,141688
2020-06-06,Jharkhand,1028,473,7,0,84444
2020-06-06,Jammu and Kashmir,3467,1126,39,0,211880
2020-06-06,Karnataka,5213,1973,57,4,372582
2020-06-06,Kerala,1808,762,16,1,107796
2020-06-06,Ladakh,99,50,1,0,10164
2020-06-06,Maharashtra,82968,37390,2969,0,538009
2020-06-06,Meghalaya,33,13,1,0,10066
2020-06-06,Manipur,157,52,0,0,14629
2020-06-06,Madhya Pradesh,9228,6108,399,0,200913
2020-06-06,Mizoram,24,1,0,0,1991
2020-06-06,Nagaland,107,8,0,0,4061
2020-06-06,Odisha,2781,1716,10,0,172598
2020-06-06,Punjab,2515,2092,50,0,115974
2020-06-06,Puducherry,107,48,0,0,8118
2020-06-06,Rajasthan,10337,7501,231,0,494480
2020-06-06,Sikkim,7,0,0,0,5005
2020-06-06,Telangana,3496,1710,123,0,23388
2020-06-06,Tamil Nadu,30152,16395,254,0,576695
2020-06-06,Tripura,749,173,0,0,33331
2020-06-06,India,246599,118657,6944,16,4666386
2020-06-06,State Unassigned,8192,0,0,0,
2020-06-06,Uttar Pradesh,10103,5908,268,0,355085
2020-06-06,Uttarakhand,1303,422,11,5,36638
2020-06-06,West Bengal,7738,3119,383,0,261288
2020-06-07,Andaman and Nicobar Islands,33,33,0,0,9242
2020-06-07,Andhra Pradesh,4659,2669,75,0,454030
2020-06-07,Arunachal Pradesh,48,1,0,0,11516
2020-06-07,Assam,2682,637,4,3,153326
2020-06-07,Bihar,5070,2405,30,0,99108
2020-06-07,Chandigarh,314,274,5,0,5312
2020-06-07,Chhattisgarh,1073,266,4,0,88896
2020-06-07,Delhi,28936,10999,812,0,251915
2020-06-07,Dadra and Nagar Haveli and Daman and Diu,20,2,0,0,15546
2020-06-07,Goa,300,65,0,0,29739
2020-06-07,Gujarat,20097,13643,1249,0,251686
2020-06-07,Himachal Pradesh,411,218,6,3,45888
2020-06-07,Haryana,4448,1474,28,0,145722
2020-06-07,Jharkhand,1103,490,7,0,87721
2020-06-07,Jammu and Kashmir,4087,1216,41,0,218481
2020-06-07,Karnataka,5452,2132,59,4,384442
2020-06-07,Kerala,1915,803,16,1,111930
2020-06-07,Ladakh,103,50,1,0,10164
2020-06-07,Maharashtra,85975,39314,3060,0,553063
2020-06-07,Meghalaya,36,13,1,0,10066
2020-06-07,Manipur,172,52,0,0,17028
2020-06-07,Madhya Pradesh,9401,6331,412,0,208514
2020-06-07,Mizoram,34,1,0,0,2252
2020-06-07,Nagaland,116,8,0,0,4371
2020-06-07,Odisha,2856,1894,11,0,176098
2020-06-07,Punjab,2608,2106,51,0,124266
2020-06-07,Puducherry,119,49,0,0,8274
2020-06-07,Rajasthan,10599,7754,240,0,506784
2020-06-07,Sikkim,7,0,0,0,5005
2020-06-07,Telangana,3650,1742,137,0,23388
2020-06-07,Tamil Nadu,31667,16999,272,0,592970
2020-06-07,Tripura,802,192,0,0,35263
2020-06-07,India,257481,123848,7205,16,4774434
2020-06-07,State Unassigned,8610,0,0,0,
2020-06-07,Uttar Pradesh,10536,6185,275,0,360258
2020-06-07,Uttarakhand,1355,528,13,5,37166
2020-06-07,West Bengal,8187,3303,396,0,271074
2020-06-08,Andaman and Nicobar Islands,33,33,0,0,9341
2020-06-08,Andhra Pradesh,4813,2711,75,0,468276
2020-06-08,Arunachal Pradesh,54,1,0,0,12012
2020-06-08,Assam,2836,785,4,3,153326
2020-06-08,Bihar,5247,2542,31,0,102318
2020-06-08,Chandigarh,320,285,5,0,5385
2020-06-08,Chhattisgarh,1197,335,4,0,92598
2020-06-08,Delhi,29943,11357,874,0,255615
2020-06-08,Dadra and Nagar Haveli and Daman and Diu,22,2,0,0,16277
2020-06-08,Goa,330,67,0,0,31455
2020-06-08,Gujarat,20574,13964,1280,0,256289
2020-06-08,Himachal Pradesh,421,223,6,3,46416
2020-06-08,Haryana,4854,1700,39,0,150220
2020-06-08,Jharkhand,1290,519,7,0,92325
2020-06-08,Jammu and Kashmir,4285,1324,45,0,227906
2020-06-08,Karnataka,5760,2441,62,4,393221
2020-06-08,Kerala,2006,814,17,1,113956
2020-06-08,Ladakh,103,50,1,0,10164
2020-06-08,Maharashtra,88529,40975,3169,0,565290
2020-06-08,Meghalaya,39,13,1,0,10746
2020-06-08,Manipur,272,58,0,0,17028
2020-06-08,Madhya Pradesh,9638,6536,414,0,215194
2020-06-08,Mizoram,42,1,0,0,2496
2020-06-08,Nagaland,122,8,0,0,4729
2020-06-08,Odisha,2994,1993,11,0,179415
2020-06-08,Punjab,2663,2128,53,0,129821
2020-06-08,Puducherry,128,53,0,0,8472
2020-06-08,Rajasthan,10876,8117,246,0,518350
2020-06-08,Sikkim,7,0,0,0,5547
2020-06-08,Telangana,3742,1742,142,0,23388
2020-06-08,Tamil Nadu,33229,17527,289,0,607952
2020-06-08,Tripura,840,192,0,0,37453
2020-06-08,India,266017,129019,7476,18,4916116
2020-06-08,State Unassigned,7837,0,0,0,
2020-06-08,Uttar Pradesh,10947,6344,283,0,380723
2020-06-08,Uttarakhand,1411,714,13,7,39133
2020-06-08,West Bengal,8613,3465,405,0,280098
2020-06-09,Andaman and Nicobar Islands,34,33,0,0,9859
2020-06-09,Andhra Pradesh,4882,2759,77,0,483361
2020-06-09,Arunachal Pradesh,54,2,0,0,12455
2020-06-09,Assam,3051,1097,5,3,169842
2020-06-09,Bihar,5455,2770,33,0,105588
2020-06-09,Chandigarh,326,285,5,0,5385
2020-06-09,Chhattisgarh,1211,347,5,0,93059
2020-06-09,Delhi,31309,11861,905,0,261079
2020-06-09,Dadra and Nagar Haveli and Daman and Diu,24,2,0,0,16277
2020-06-09,Goa,359,67,0,0,32194
2020-06-09,Gujarat,21044,14373,1313,0,261587
2020-06-09,Himachal Pradesh,437,237,6,3,47655
2020-06-09,Haryana,5209,1807,45,0,153692
2020-06-09,Jharkhand,1416,559,8,0,95099
2020-06-09,Jammu and Kashmir,4346,1506,48,0,235816
2020-06-09,Karnataka,5921,2605,64,4,400257
2020-06-09,Kerala,2097,848,17,1,126088
2020-06-09,Ladakh,108,50,1,0,10249
2020-06-09,Maharashtra,90787,42639,3289,0,579294
2020-06-09,Meghalaya,43,13,1,0,11247
2020-06-09,Manipur,304,64,0,0,18612
2020-06-09,Madhya Pradesh,9849,6729,420,0,220936
2020-06-09,Mizoram,88,1,0,0,2747
2020-06-09,Nagaland,127,10,0,0,4896
2020-06-09,Odisha,3140,2133,11,0,182384
2020-06-09,Punjab,2719,2167,55,0,136343
2020-06-09,Puducherry,132,55,0,0,8752
2020-06-09,Rajasthan,11245,8328,255,0,530031
2020-06-09,Sikkim,13,3,0,0,5815
2020-06-09,Telangana,3920,1742,148,0,23388
